"","ref","psoc_code","desc_psoc","psic_code","psic_desc","cow_code","cow_desc","psic_3digit","psic_group_code","psic_group_desc"
"32667","25192819156",2519,"Software and applications developers and analyst not elsewhere classified","2819","Manufacture of other general-purpose machinery",6,"Without Pay (Family owned Business)","281","281","Manufacture of general purpose machinery"
"32668","25192821156",2519,"Software and applications developers and analyst not elsewhere classified","2821","Manufacture of agricultural and forestry machinery",1,"Private Establishment","282","282","Manufacture of special purpose machinery"
"32669","25192821156",2519,"Software and applications developers and analyst not elsewhere classified","2821","Manufacture of agricultural and forestry machinery",5,"With pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32670","25192821156",2519,"Software and applications developers and analyst not elsewhere classified","2821","Manufacture of agricultural and forestry machinery",6,"Without Pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32671","25192822156",2519,"Software and applications developers and analyst not elsewhere classified","2822","Manufacture of metal-forming machinery and machine tools",1,"Private Establishment","282","282","Manufacture of special purpose machinery"
"32672","25192822156",2519,"Software and applications developers and analyst not elsewhere classified","2822","Manufacture of metal-forming machinery and machine tools",5,"With pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32673","25192822156",2519,"Software and applications developers and analyst not elsewhere classified","2822","Manufacture of metal-forming machinery and machine tools",6,"Without Pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32674","25192823156",2519,"Software and applications developers and analyst not elsewhere classified","2823","Manufacture of machinery for metallurgy",1,"Private Establishment","282","282","Manufacture of special purpose machinery"
"32675","25192823156",2519,"Software and applications developers and analyst not elsewhere classified","2823","Manufacture of machinery for metallurgy",5,"With pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32676","25192823156",2519,"Software and applications developers and analyst not elsewhere classified","2823","Manufacture of machinery for metallurgy",6,"Without Pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32677","25192824156",2519,"Software and applications developers and analyst not elsewhere classified","2824","Manufacture of machinery for mining, quarrying and construction",1,"Private Establishment","282","282","Manufacture of special purpose machinery"
"32678","25192824156",2519,"Software and applications developers and analyst not elsewhere classified","2824","Manufacture of machinery for mining, quarrying and construction",5,"With pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32679","25192824156",2519,"Software and applications developers and analyst not elsewhere classified","2824","Manufacture of machinery for mining, quarrying and construction",6,"Without Pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32680","25192825156",2519,"Software and applications developers and analyst not elsewhere classified","2825","Manufacture of machinery for food beverage and tobacco processing",1,"Private Establishment","282","282","Manufacture of special purpose machinery"
"32681","25192825156",2519,"Software and applications developers and analyst not elsewhere classified","2825","Manufacture of machinery for food beverage and tobacco processing",5,"With pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32682","25192825156",2519,"Software and applications developers and analyst not elsewhere classified","2825","Manufacture of machinery for food beverage and tobacco processing",6,"Without Pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32683","25192826156",2519,"Software and applications developers and analyst not elsewhere classified","2826","Manufacture of machinery for textile, apparel and leather production",1,"Private Establishment","282","282","Manufacture of special purpose machinery"
"32684","25192826156",2519,"Software and applications developers and analyst not elsewhere classified","2826","Manufacture of machinery for textile, apparel and leather production",5,"With pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32685","25192826156",2519,"Software and applications developers and analyst not elsewhere classified","2826","Manufacture of machinery for textile, apparel and leather production",6,"Without Pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32686","25192829156",2519,"Software and applications developers and analyst not elsewhere classified","2829","Manufacture of other special-purpose machinery",1,"Private Establishment","282","282","Manufacture of special purpose machinery"
"32687","25192829156",2519,"Software and applications developers and analyst not elsewhere classified","2829","Manufacture of other special-purpose machinery",5,"With pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32688","25192829156",2519,"Software and applications developers and analyst not elsewhere classified","2829","Manufacture of other special-purpose machinery",6,"Without Pay (Family owned Business)","282","282","Manufacture of special purpose machinery"
"32689","25192910156",2519,"Software and applications developers and analyst not elsewhere classified","2910","Manufacture of motor vehicles",1,"Private Establishment","291","291","Manufacture of motor vehicles"
"32690","25192910156",2519,"Software and applications developers and analyst not elsewhere classified","2910","Manufacture of motor vehicles",5,"With pay (Family owned Business)","291","291","Manufacture of motor vehicles"
"32691","25192910156",2519,"Software and applications developers and analyst not elsewhere classified","2910","Manufacture of motor vehicles",6,"Without Pay (Family owned Business)","291","291","Manufacture of motor vehicles"
"32692","25192920156",2519,"Software and applications developers and analyst not elsewhere classified","2920","Manufacture of bodies (coachwork) for motor vehicles;  manufacture of trailers and semi-trailers",1,"Private Establishment","292","292","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
"32693","25192920156",2519,"Software and applications developers and analyst not elsewhere classified","2920","Manufacture of bodies (coachwork) for motor vehicles;  manufacture of trailers and semi-trailers",5,"With pay (Family owned Business)","292","292","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
"32694","25192920156",2519,"Software and applications developers and analyst not elsewhere classified","2920","Manufacture of bodies (coachwork) for motor vehicles;  manufacture of trailers and semi-trailers",6,"Without Pay (Family owned Business)","292","292","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
"32695","25192930156",2519,"Software and applications developers and analyst not elsewhere classified","2930","Manufacture of parts and accessories for motor vehicles",1,"Private Establishment","293","293","Manufacture of parts and accessories for motor vehicles"
"32696","25192930156",2519,"Software and applications developers and analyst not elsewhere classified","2930","Manufacture of parts and accessories for motor vehicles",5,"With pay (Family owned Business)","293","293","Manufacture of parts and accessories for motor vehicles"
"32697","25192930156",2519,"Software and applications developers and analyst not elsewhere classified","2930","Manufacture of parts and accessories for motor vehicles",6,"Without Pay (Family owned Business)","293","293","Manufacture of parts and accessories for motor vehicles"
"32698","25193011156",2519,"Software and applications developers and analyst not elsewhere classified","3011","Building of ships and floating structures",1,"Private Establishment","301","301","Building of ships and boats"
"32699","25193011156",2519,"Software and applications developers and analyst not elsewhere classified","3011","Building of ships and floating structures",5,"With pay (Family owned Business)","301","301","Building of ships and boats"
"32700","25193011156",2519,"Software and applications developers and analyst not elsewhere classified","3011","Building of ships and floating structures",6,"Without Pay (Family owned Business)","301","301","Building of ships and boats"
"32701","25193012156",2519,"Software and applications developers and analyst not elsewhere classified","3012","Building of pleasure and sporting boats",1,"Private Establishment","301","301","Building of ships and boats"
"32702","25193012156",2519,"Software and applications developers and analyst not elsewhere classified","3012","Building of pleasure and sporting boats",5,"With pay (Family owned Business)","301","301","Building of ships and boats"
"32703","25193012156",2519,"Software and applications developers and analyst not elsewhere classified","3012","Building of pleasure and sporting boats",6,"Without Pay (Family owned Business)","301","301","Building of ships and boats"
"32704","25193020156",2519,"Software and applications developers and analyst not elsewhere classified","3020","Manufacture of railway locomotive and rolling stock",1,"Private Establishment","302","302","Manufacture of railway locomotives and rolling stock"
"32705","25193020156",2519,"Software and applications developers and analyst not elsewhere classified","3020","Manufacture of railway locomotive and rolling stock",5,"With pay (Family owned Business)","302","302","Manufacture of railway locomotives and rolling stock"
"32706","25193020156",2519,"Software and applications developers and analyst not elsewhere classified","3020","Manufacture of railway locomotive and rolling stock",6,"Without Pay (Family owned Business)","302","302","Manufacture of railway locomotives and rolling stock"
"32707","25193030156",2519,"Software and applications developers and analyst not elsewhere classified","3030","Manufacture of air and spacecraft and related machinery",1,"Private Establishment","303","303","Manufacture of air and spacecraft and related machinery"
"32708","25193030156",2519,"Software and applications developers and analyst not elsewhere classified","3030","Manufacture of air and spacecraft and related machinery",5,"With pay (Family owned Business)","303","303","Manufacture of air and spacecraft and related machinery"
"32709","25193030156",2519,"Software and applications developers and analyst not elsewhere classified","3030","Manufacture of air and spacecraft and related machinery",6,"Without Pay (Family owned Business)","303","303","Manufacture of air and spacecraft and related machinery"
"32710","25193040156",2519,"Software and applications developers and analyst not elsewhere classified","3040","Manufacture of military fighting vehicles",1,"Private Establishment","304","304","Manufacture of military fighting vehicles"
"32711","25193040156",2519,"Software and applications developers and analyst not elsewhere classified","3040","Manufacture of military fighting vehicles",5,"With pay (Family owned Business)","304","304","Manufacture of military fighting vehicles"
"32712","25193040156",2519,"Software and applications developers and analyst not elsewhere classified","3040","Manufacture of military fighting vehicles",6,"Without Pay (Family owned Business)","304","304","Manufacture of military fighting vehicles"
"32713","25193091156",2519,"Software and applications developers and analyst not elsewhere classified","3091","Manufacture of motorcyles",1,"Private Establishment","309","309","Manufacture of transport equipment n.e.c."
"32714","25193091156",2519,"Software and applications developers and analyst not elsewhere classified","3091","Manufacture of motorcyles",5,"With pay (Family owned Business)","309","309","Manufacture of transport equipment n.e.c."
"32715","25193091156",2519,"Software and applications developers and analyst not elsewhere classified","3091","Manufacture of motorcyles",6,"Without Pay (Family owned Business)","309","309","Manufacture of transport equipment n.e.c."
"32716","25193092156",2519,"Software and applications developers and analyst not elsewhere classified","3092","Manufacture of bicycles and invalid carriages",1,"Private Establishment","309","309","Manufacture of transport equipment n.e.c."
"32717","25193092156",2519,"Software and applications developers and analyst not elsewhere classified","3092","Manufacture of bicycles and invalid carriages",5,"With pay (Family owned Business)","309","309","Manufacture of transport equipment n.e.c."
"32718","25193092156",2519,"Software and applications developers and analyst not elsewhere classified","3092","Manufacture of bicycles and invalid carriages",6,"Without Pay (Family owned Business)","309","309","Manufacture of transport equipment n.e.c."
"32719","25193099156",2519,"Software and applications developers and analyst not elsewhere classified","3099","Manufacture of other transport equipment, n.e.c",1,"Private Establishment","309","309","Manufacture of transport equipment n.e.c."
"32720","25193099156",2519,"Software and applications developers and analyst not elsewhere classified","3099","Manufacture of other transport equipment, n.e.c",5,"With pay (Family owned Business)","309","309","Manufacture of transport equipment n.e.c."
"32721","25193099156",2519,"Software and applications developers and analyst not elsewhere classified","3099","Manufacture of other transport equipment, n.e.c",6,"Without Pay (Family owned Business)","309","309","Manufacture of transport equipment n.e.c."
"32722","25193101156",2519,"Software and applications developers and analyst not elsewhere classified","3101","Manufacture of wood furniture",1,"Private Establishment","310","310","Manufacture of furniture"
"32723","25193101156",2519,"Software and applications developers and analyst not elsewhere classified","3101","Manufacture of wood furniture",5,"With pay (Family owned Business)","310","310","Manufacture of furniture"
"32724","25193101156",2519,"Software and applications developers and analyst not elsewhere classified","3101","Manufacture of wood furniture",6,"Without Pay (Family owned Business)","310","310","Manufacture of furniture"
"32725","25193102156",2519,"Software and applications developers and analyst not elsewhere classified","3102","Manufacture of rattan furniture (reed, wicker, and cane)",1,"Private Establishment","310","310","Manufacture of furniture"
"32726","25193102156",2519,"Software and applications developers and analyst not elsewhere classified","3102","Manufacture of rattan furniture (reed, wicker, and cane)",5,"With pay (Family owned Business)","310","310","Manufacture of furniture"
"32727","25193102156",2519,"Software and applications developers and analyst not elsewhere classified","3102","Manufacture of rattan furniture (reed, wicker, and cane)",6,"Without Pay (Family owned Business)","310","310","Manufacture of furniture"
"32728","25193103156",2519,"Software and applications developers and analyst not elsewhere classified","3103","Manufacture of box beds and mattresses",1,"Private Establishment","310","310","Manufacture of furniture"
"32729","25193103156",2519,"Software and applications developers and analyst not elsewhere classified","3103","Manufacture of box beds and mattresses",5,"With pay (Family owned Business)","310","310","Manufacture of furniture"
"32730","25193103156",2519,"Software and applications developers and analyst not elsewhere classified","3103","Manufacture of box beds and mattresses",6,"Without Pay (Family owned Business)","310","310","Manufacture of furniture"
"32731","25193104156",2519,"Software and applications developers and analyst not elsewhere classified","3104","Manufacture of partitions, shelves, lockers and office and store fixtures",1,"Private Establishment","310","310","Manufacture of furniture"
"32732","25193104156",2519,"Software and applications developers and analyst not elsewhere classified","3104","Manufacture of partitions, shelves, lockers and office and store fixtures",5,"With pay (Family owned Business)","310","310","Manufacture of furniture"
"32733","25193104156",2519,"Software and applications developers and analyst not elsewhere classified","3104","Manufacture of partitions, shelves, lockers and office and store fixtures",6,"Without Pay (Family owned Business)","310","310","Manufacture of furniture"
"32734","25193105156",2519,"Software and applications developers and analyst not elsewhere classified","3105","Manufacture of plastic furniture",1,"Private Establishment","310","310","Manufacture of furniture"
"32735","25193105156",2519,"Software and applications developers and analyst not elsewhere classified","3105","Manufacture of plastic furniture",5,"With pay (Family owned Business)","310","310","Manufacture of furniture"
"32736","25193105156",2519,"Software and applications developers and analyst not elsewhere classified","3105","Manufacture of plastic furniture",6,"Without Pay (Family owned Business)","310","310","Manufacture of furniture"
"32737","25193106156",2519,"Software and applications developers and analyst not elsewhere classified","3106","Manufacture of furniture and fixtures of metal",1,"Private Establishment","310","310","Manufacture of furniture"
"32738","25193106156",2519,"Software and applications developers and analyst not elsewhere classified","3106","Manufacture of furniture and fixtures of metal",5,"With pay (Family owned Business)","310","310","Manufacture of furniture"
"32739","25193106156",2519,"Software and applications developers and analyst not elsewhere classified","3106","Manufacture of furniture and fixtures of metal",6,"Without Pay (Family owned Business)","310","310","Manufacture of furniture"
"32740","25193109156",2519,"Software and applications developers and analyst not elsewhere classified","3109","Manufacture of other furniture and fixtures, n.e.c.",1,"Private Establishment","310","310","Manufacture of furniture"
"32741","25193109156",2519,"Software and applications developers and analyst not elsewhere classified","3109","Manufacture of other furniture and fixtures, n.e.c.",5,"With pay (Family owned Business)","310","310","Manufacture of furniture"
"32742","25193109156",2519,"Software and applications developers and analyst not elsewhere classified","3109","Manufacture of other furniture and fixtures, n.e.c.",6,"Without Pay (Family owned Business)","310","310","Manufacture of furniture"
"32743","25193211156",2519,"Software and applications developers and analyst not elsewhere classified","3211","Manufacture of jewelry and related articles",1,"Private Establishment","321","321","Manufacture of jewelry, bijouterie and related articles"
"32744","25193211156",2519,"Software and applications developers and analyst not elsewhere classified","3211","Manufacture of jewelry and related articles",5,"With pay (Family owned Business)","321","321","Manufacture of jewelry, bijouterie and related articles"
"32745","25193211156",2519,"Software and applications developers and analyst not elsewhere classified","3211","Manufacture of jewelry and related articles",6,"Without Pay (Family owned Business)","321","321","Manufacture of jewelry, bijouterie and related articles"
"32746","25193212156",2519,"Software and applications developers and analyst not elsewhere classified","3212","Manufacture of imitation of jewelry and related articles",1,"Private Establishment","321","321","Manufacture of jewelry, bijouterie and related articles"
"32747","25193212156",2519,"Software and applications developers and analyst not elsewhere classified","3212","Manufacture of imitation of jewelry and related articles",5,"With pay (Family owned Business)","321","321","Manufacture of jewelry, bijouterie and related articles"
"32748","25193212156",2519,"Software and applications developers and analyst not elsewhere classified","3212","Manufacture of imitation of jewelry and related articles",6,"Without Pay (Family owned Business)","321","321","Manufacture of jewelry, bijouterie and related articles"
"32749","25193220156",2519,"Software and applications developers and analyst not elsewhere classified","3220","Manufacture of musical instruments",1,"Private Establishment","322","322","Manufacture of musical instruments"
"32750","25193220156",2519,"Software and applications developers and analyst not elsewhere classified","3220","Manufacture of musical instruments",5,"With pay (Family owned Business)","322","322","Manufacture of musical instruments"
"32751","25193220156",2519,"Software and applications developers and analyst not elsewhere classified","3220","Manufacture of musical instruments",6,"Without Pay (Family owned Business)","322","322","Manufacture of musical instruments"
"32752","25193230156",2519,"Software and applications developers and analyst not elsewhere classified","3230","Manufacture of sports goods",1,"Private Establishment","323","323","Manufacture of sports goods"
"32753","25193230156",2519,"Software and applications developers and analyst not elsewhere classified","3230","Manufacture of sports goods",5,"With pay (Family owned Business)","323","323","Manufacture of sports goods"
"32754","25193230156",2519,"Software and applications developers and analyst not elsewhere classified","3230","Manufacture of sports goods",6,"Without Pay (Family owned Business)","323","323","Manufacture of sports goods"
"32755","25193240156",2519,"Software and applications developers and analyst not elsewhere classified","3240","Manufacture of games and toys",1,"Private Establishment","324","324","Manufacture of games and toys"
"32756","25193240156",2519,"Software and applications developers and analyst not elsewhere classified","3240","Manufacture of games and toys",5,"With pay (Family owned Business)","324","324","Manufacture of games and toys"
"32757","25193240156",2519,"Software and applications developers and analyst not elsewhere classified","3240","Manufacture of games and toys",6,"Without Pay (Family owned Business)","324","324","Manufacture of games and toys"
"32758","25193250156",2519,"Software and applications developers and analyst not elsewhere classified","3250","Manufacture of medical and dental instruments and supplies",1,"Private Establishment","325","325","Manufacture of medical and dental instruments and supplies"
"32759","25193250156",2519,"Software and applications developers and analyst not elsewhere classified","3250","Manufacture of medical and dental instruments and supplies",5,"With pay (Family owned Business)","325","325","Manufacture of medical and dental instruments and supplies"
"32760","25193250156",2519,"Software and applications developers and analyst not elsewhere classified","3250","Manufacture of medical and dental instruments and supplies",6,"Without Pay (Family owned Business)","325","325","Manufacture of medical and dental instruments and supplies"
"32761","25193291156",2519,"Software and applications developers and analyst not elsewhere classified","3291","Manufacture of pens and pencils of all kinds",1,"Private Establishment","329","329","Other manufacturing, n.e.c."
"32762","25193291156",2519,"Software and applications developers and analyst not elsewhere classified","3291","Manufacture of pens and pencils of all kinds",5,"With pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32763","25193291156",2519,"Software and applications developers and analyst not elsewhere classified","3291","Manufacture of pens and pencils of all kinds",6,"Without Pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32764","25193292156",2519,"Software and applications developers and analyst not elsewhere classified","3292","Manufacture of umbrellas, walking sticks, canes, whips and riding crops",1,"Private Establishment","329","329","Other manufacturing, n.e.c."
"32765","25193292156",2519,"Software and applications developers and analyst not elsewhere classified","3292","Manufacture of umbrellas, walking sticks, canes, whips and riding crops",5,"With pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32766","25193292156",2519,"Software and applications developers and analyst not elsewhere classified","3292","Manufacture of umbrellas, walking sticks, canes, whips and riding crops",6,"Without Pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32767","25193293156",2519,"Software and applications developers and analyst not elsewhere classified","3293","Manufacture of articles for personal use, e.g. smoking pipes, combs, slides and similar articles",1,"Private Establishment","329","329","Other manufacturing, n.e.c."
"32768","25193293156",2519,"Software and applications developers and analyst not elsewhere classified","3293","Manufacture of articles for personal use, e.g. smoking pipes, combs, slides and similar articles",5,"With pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32769","25193293156",2519,"Software and applications developers and analyst not elsewhere classified","3293","Manufacture of articles for personal use, e.g. smoking pipes, combs, slides and similar articles",6,"Without Pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32770","25193294156",2519,"Software and applications developers and analyst not elsewhere classified","3294","Manufacture of candles",1,"Private Establishment","329","329","Other manufacturing, n.e.c."
"32771","25193294156",2519,"Software and applications developers and analyst not elsewhere classified","3294","Manufacture of candles",5,"With pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32772","25193294156",2519,"Software and applications developers and analyst not elsewhere classified","3294","Manufacture of candles",6,"Without Pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32773","25193295156",2519,"Software and applications developers and analyst not elsewhere classified","3295","Manufacture of artificial flowers, fruits and foliage",1,"Private Establishment","329","329","Other manufacturing, n.e.c."
"32774","25193295156",2519,"Software and applications developers and analyst not elsewhere classified","3295","Manufacture of artificial flowers, fruits and foliage",5,"With pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32775","25193295156",2519,"Software and applications developers and analyst not elsewhere classified","3295","Manufacture of artificial flowers, fruits and foliage",6,"Without Pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32776","25193296156",2519,"Software and applications developers and analyst not elsewhere classified","3296","Manufacture of burial coffin",1,"Private Establishment","329","329","Other manufacturing, n.e.c."
"32777","25193296156",2519,"Software and applications developers and analyst not elsewhere classified","3296","Manufacture of burial coffin",5,"With pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32778","25193296156",2519,"Software and applications developers and analyst not elsewhere classified","3296","Manufacture of burial coffin",6,"Without Pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32779","25193299156",2519,"Software and applications developers and analyst not elsewhere classified","3299","Manufacture of other miscellaneous articles, n.e.c.",1,"Private Establishment","329","329","Other manufacturing, n.e.c."
"32780","25193299156",2519,"Software and applications developers and analyst not elsewhere classified","3299","Manufacture of other miscellaneous articles, n.e.c.",5,"With pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32781","25193299156",2519,"Software and applications developers and analyst not elsewhere classified","3299","Manufacture of other miscellaneous articles, n.e.c.",6,"Without Pay (Family owned Business)","329","329","Other manufacturing, n.e.c."
"32782","25193311156",2519,"Software and applications developers and analyst not elsewhere classified","3311","Repair of fabricated metal products",1,"Private Establishment","331","331","Repair of fabricated metal products, machinery and equipement"
"32783","25193311156",2519,"Software and applications developers and analyst not elsewhere classified","3311","Repair of fabricated metal products",5,"With pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32784","25193311156",2519,"Software and applications developers and analyst not elsewhere classified","3311","Repair of fabricated metal products",6,"Without Pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32785","25193312156",2519,"Software and applications developers and analyst not elsewhere classified","3312","Repair of machinery",1,"Private Establishment","331","331","Repair of fabricated metal products, machinery and equipement"
"32786","25193312156",2519,"Software and applications developers and analyst not elsewhere classified","3312","Repair of machinery",5,"With pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32787","25193312156",2519,"Software and applications developers and analyst not elsewhere classified","3312","Repair of machinery",6,"Without Pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32788","25193313156",2519,"Software and applications developers and analyst not elsewhere classified","3313","Repair of electronic and optical equipment",1,"Private Establishment","331","331","Repair of fabricated metal products, machinery and equipement"
"32789","25193313156",2519,"Software and applications developers and analyst not elsewhere classified","3313","Repair of electronic and optical equipment",5,"With pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32790","25193313156",2519,"Software and applications developers and analyst not elsewhere classified","3313","Repair of electronic and optical equipment",6,"Without Pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32791","25193314156",2519,"Software and applications developers and analyst not elsewhere classified","3314","Repair of electrical equipment",1,"Private Establishment","331","331","Repair of fabricated metal products, machinery and equipement"
"32792","25193314156",2519,"Software and applications developers and analyst not elsewhere classified","3314","Repair of electrical equipment",5,"With pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32793","25193314156",2519,"Software and applications developers and analyst not elsewhere classified","3314","Repair of electrical equipment",6,"Without Pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32794","25193315156",2519,"Software and applications developers and analyst not elsewhere classified","3315","Repair of transport equipment, except motor vehicles",1,"Private Establishment","331","331","Repair of fabricated metal products, machinery and equipement"
"32795","25193315156",2519,"Software and applications developers and analyst not elsewhere classified","3315","Repair of transport equipment, except motor vehicles",5,"With pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32796","25193315156",2519,"Software and applications developers and analyst not elsewhere classified","3315","Repair of transport equipment, except motor vehicles",6,"Without Pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32797","25193319156",2519,"Software and applications developers and analyst not elsewhere classified","3319","Repair of other equipment",1,"Private Establishment","331","331","Repair of fabricated metal products, machinery and equipement"
"32798","25193319156",2519,"Software and applications developers and analyst not elsewhere classified","3319","Repair of other equipment",5,"With pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32799","25193319156",2519,"Software and applications developers and analyst not elsewhere classified","3319","Repair of other equipment",6,"Without Pay (Family owned Business)","331","331","Repair of fabricated metal products, machinery and equipement"
"32800","25193320156",2519,"Software and applications developers and analyst not elsewhere classified","3320","Installation of industrial machinery and equipment",1,"Private Establishment","332","332","Installation of industrial machinery and equipment"
"32801","25193320156",2519,"Software and applications developers and analyst not elsewhere classified","3320","Installation of industrial machinery and equipment",5,"With pay (Family owned Business)","332","332","Installation of industrial machinery and equipment"
"32802","25193320156",2519,"Software and applications developers and analyst not elsewhere classified","3320","Installation of industrial machinery and equipment",6,"Without Pay (Family owned Business)","332","332","Installation of industrial machinery and equipment"
"32803","2.52E+11",2519,"Software and applications developers and analyst not elsewhere classified","3600","Water collection, treatment and supply",1,"Private Establishment","360","360","Water collection, treatment and supply"
"32804","2.52E+11",2519,"Software and applications developers and analyst not elsewhere classified","3600","Water collection, treatment and supply",2,"Gov't/Gov't Corporation","360","360","Water collection, treatment and supply"
"32805","2.52E+11",2519,"Software and applications developers and analyst not elsewhere classified","3600","Water collection, treatment and supply",5,"With pay (Family owned Business)","360","360","Water collection, treatment and supply"
"32806","2.52E+11",2519,"Software and applications developers and analyst not elsewhere classified","3600","Water collection, treatment and supply",6,"Without Pay (Family owned Business)","360","360","Water collection, treatment and supply"
"32807","25193700156",2519,"Software and applications developers and analyst not elsewhere classified","3700","Sewerage",1,"Private Establishment","370","370","Sewerage"
"32808","25193700156",2519,"Software and applications developers and analyst not elsewhere classified","3700","Sewerage",5,"With pay (Family owned Business)","370","370","Sewerage"
"32809","25193700156",2519,"Software and applications developers and analyst not elsewhere classified","3700","Sewerage",6,"Without Pay (Family owned Business)","370","370","Sewerage"
"32810","25194100156",2519,"Software and applications developers and analyst not elsewhere classified","4100","Construction of buildings",1,"Private Establishment","410","410","Construction of buildings"
"32811","25194100156",2519,"Software and applications developers and analyst not elsewhere classified","4100","Construction of buildings",5,"With pay (Family owned Business)","410","410","Construction of buildings"
"32812","25194100156",2519,"Software and applications developers and analyst not elsewhere classified","4100","Construction of buildings",6,"Without Pay (Family owned Business)","410","410","Construction of buildings"
"32813","25194210156",2519,"Software and applications developers and analyst not elsewhere classified","4210","Construction of roads and railways",1,"Private Establishment","421","421","Construction of roads and railways"
"32814","25194210156",2519,"Software and applications developers and analyst not elsewhere classified","4210","Construction of roads and railways",5,"With pay (Family owned Business)","421","421","Construction of roads and railways"
"32815","25194210156",2519,"Software and applications developers and analyst not elsewhere classified","4210","Construction of roads and railways",6,"Without Pay (Family owned Business)","421","421","Construction of roads and railways"
"32816","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",1,"Private Establishment","422","422","Construction of utility projects"
"32817","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",1,"Private Establishment","422","422","Construction of telecommunication lines and pipelines"
"32818","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",1,"Private Establishment","422","422","Water main and line construction"
"32819","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",1,"Private Establishment","422","422","Construction of gas and energy pipeline"
"32820","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",1,"Private Establishment","422","422","Construction of electric Power lines"
"32821","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",1,"Private Establishment","422","422","Other construction of utility projects, n.e.c."
"32822","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",5,"With pay (Family owned Business)","422","422","Construction of utility projects"
"32823","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",5,"With pay (Family owned Business)","422","422","Construction of telecommunication lines and pipelines"
"32824","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",5,"With pay (Family owned Business)","422","422","Water main and line construction"
"32825","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",5,"With pay (Family owned Business)","422","422","Construction of gas and energy pipeline"
"32826","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",5,"With pay (Family owned Business)","422","422","Construction of electric Power lines"
"32827","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",5,"With pay (Family owned Business)","422","422","Other construction of utility projects, n.e.c."
"32828","25194220156",2519,"Software and applications developers and analyst not elsewhere classified","4220","Construction of utility projects",6,"Without Pay (Family owned Business)","422","422","Construction of utility projects"
